user_id,timestamp,group,landing_page,converted
693708,18:34.9,control,old_page,0
865935,40:49.2,control,old_page,0
704769,27:55.6,control,old_page,0
760873,01:53.2,control,old_page,0
686557,57:01.8,control,old_page,0
704836,38:32.8,control,old_page,0
904026,07:28.5,control,old_page,0
924306,17:41.3,control,old_page,0
773345,11:05.4,control,old_page,0
826621,37:17.7,control,old_page,1
674704,25:13.1,control,old_page,0
793085,18:20.5,control,old_page,0
649590,29:03.9,control,old_page,0
771247,00:07.4,control,old_page,0
743460,16:13.0,control,old_page,1
886986,08:23.4,control,old_page,0
867586,11:16.1,control,old_page,0
761400,07:07.1,control,old_page,0
806380,59:51.1,control,old_page,0
888235,28:58.4,control,old_page,0
712555,34:10.7,control,old_page,0
776734,06:14.7,control,old_page,0
654465,20:42.7,control,old_page,0
848489,10:25.6,control,old_page,0
833197,57:07.1,control,old_page,0
672018,21:17.5,control,old_page,0
759131,22:28.6,control,old_page,1
891416,37:19.9,control,old_page,0
709830,33:18.7,control,old_page,0
850017,08:31.1,control,old_page,0
819349,01:29.3,control,old_page,0
826402,34:41.6,control,old_page,0
900990,50:30.6,control,old_page,1
827663,09:00.1,control,old_page,0
916752,37:10.8,control,old_page,0
635079,39:25.9,control,old_page,0
850556,05:26.7,control,old_page,0
827386,14:25.5,control,old_page,0
827746,17:08.3,control,old_page,0
701885,46:14.9,control,old_page,0
765570,08:33.5,control,old_page,0
901035,29:12.1,control,old_page,0
715600,01:07.0,control,old_page,0
709871,02:10.8,control,old_page,0
718473,26:14.2,control,old_page,0
724797,57:19.3,control,old_page,0
782599,03:18.0,control,old_page,0
809436,59:08.7,control,old_page,0
885537,49:55.0,control,old_page,0
843481,01:41.5,control,old_page,0
822598,05:49.7,control,old_page,0
650305,30:03.4,control,old_page,0
737802,03:34.7,control,old_page,0
793115,51:24.4,control,old_page,0
756672,38:32.0,control,old_page,0
656895,46:29.5,control,old_page,0
888394,47:53.5,control,old_page,0
843148,06:55.2,control,old_page,0
870955,38:34.3,control,old_page,0
837738,52:53.8,control,old_page,0
715384,22:51.0,control,old_page,0
829898,03:22.8,control,old_page,1
914964,30:06.2,control,old_page,0
771527,46:01.3,control,old_page,0
773735,27:05.8,control,old_page,0
890542,59:06.6,control,old_page,0
889822,20:05.7,control,old_page,1
835647,25:52.2,control,old_page,0
944624,34:23.7,control,old_page,0
831989,53:43.4,control,old_page,0
831070,52:46.7,control,old_page,0
799745,22:23.5,control,old_page,0
665468,14:52.7,control,old_page,0
860334,36:08.6,control,old_page,0
681593,21:58.9,control,old_page,0
726487,57:37.6,control,old_page,0
900719,01:15.8,control,old_page,0
839190,03:02.9,control,old_page,0
865707,58:34.5,control,old_page,1
644731,11:40.3,control,old_page,0
762775,53:27.2,control,old_page,0
737424,11:40.3,control,old_page,0
783362,19:52.2,control,old_page,0
896469,06:21.6,control,old_page,0
945744,26:55.8,control,old_page,0
745816,09:12.7,control,old_page,0
794000,35:41.3,control,old_page,0
813968,18:55.9,control,old_page,1
720454,20:31.8,control,old_page,0
842987,45:17.6,control,old_page,0
809922,58:24.6,control,old_page,0
921633,22:50.2,control,old_page,0
864486,01:56.1,control,old_page,0
906068,34:44.1,control,old_page,0
729167,37:20.3,control,old_page,0
851142,28:59.2,control,old_page,0
817854,34:56.1,control,old_page,1
655165,04:04.2,control,old_page,0
739464,27:21.8,control,old_page,0
905614,03:08.6,control,old_page,0
942627,02:54.6,control,old_page,0
639790,34:08.2,control,old_page,0
903685,52:39.8,control,old_page,0
940411,30:36.8,control,old_page,0
768817,12:28.6,control,old_page,0
728522,24:18.9,control,old_page,0
807576,26:41.1,control,old_page,0
818067,32:40.3,control,old_page,1
793973,19:40.9,control,old_page,0
840515,02:39.8,control,old_page,0
808410,01:52.6,control,old_page,0
851608,16:48.0,control,old_page,0
891573,48:49.9,control,old_page,1
643640,18:55.7,control,old_page,0
761554,56:13.3,control,old_page,0
917047,20:08.6,control,old_page,0
696691,43:44.8,control,old_page,0
696169,43:58.2,control,old_page,0
700141,37:48.5,control,old_page,0
871290,19:16.4,control,old_page,0
766124,31:38.1,control,old_page,0
716235,41:29.6,control,old_page,0
792694,00:09.0,control,old_page,0
818882,00:34.2,control,old_page,0
932690,26:03.8,control,old_page,0
820231,07:16.7,control,old_page,0
849463,44:02.4,control,old_page,0
769747,11:15.0,control,old_page,0
795716,27:59.1,control,old_page,0
652450,02:44.7,control,old_page,0
677117,43:42.4,control,old_page,0
849723,34:48.4,control,old_page,0
737910,25:21.5,control,old_page,0
858777,41:09.6,control,old_page,0
737406,19:50.8,control,old_page,0
649624,53:15.3,control,old_page,0
914527,56:25.5,control,old_page,0
697912,15:21.2,control,old_page,0
705902,46:55.7,control,old_page,0
929973,55:02.3,control,old_page,0
641180,38:50.5,control,old_page,0
666854,56:58.8,control,old_page,0
759200,56:55.9,control,old_page,0
808566,16:51.8,control,old_page,0
858432,15:05.5,control,old_page,1
691020,00:13.9,control,old_page,1
888061,21:52.2,control,old_page,0
913322,55:43.2,control,old_page,1
909452,58:39.9,control,old_page,1
928579,55:12.6,control,old_page,1
687634,31:11.3,control,old_page,0
883896,31:00.7,control,old_page,0
689795,27:31.3,control,old_page,0
657017,03:35.1,control,old_page,0
895658,28:18.2,control,old_page,0
752121,08:33.4,control,old_page,0
777890,50:36.1,control,old_page,0
659367,51:45.4,control,old_page,0
643026,42:32.6,control,old_page,0
810081,55:15.4,control,old_page,0
696023,46:33.4,control,old_page,1
806057,00:04.4,control,old_page,0
743703,04:57.1,control,old_page,0
831945,25:29.2,control,old_page,0
881032,26:56.3,control,old_page,0
632122,37:58.5,control,old_page,0
873456,24:12.6,control,old_page,0
640360,22:16.1,control,old_page,0
875573,04:39.1,control,old_page,0
688415,24:55.5,control,old_page,0
827968,12:43.7,control,old_page,0
777095,03:33.3,control,old_page,0
848541,54:27.1,control,old_page,1
777456,50:54.9,control,old_page,0
875046,12:11.6,control,old_page,0
771884,08:40.3,control,old_page,0
705680,19:42.6,control,old_page,1
714646,05:13.8,control,old_page,0
745713,36:56.0,control,old_page,0
630066,44:40.9,control,old_page,0
767540,19:49.9,control,old_page,0
796309,40:49.4,control,old_page,0
928073,03:00.2,control,old_page,0
838374,15:39.3,control,old_page,0
872731,10:13.8,control,old_page,0
832771,20:57.7,control,old_page,0
636362,55:34.2,control,old_page,0
703564,00:41.8,control,old_page,0
796554,07:29.9,control,old_page,0
769744,30:25.5,control,old_page,0
931676,33:06.0,control,old_page,0
936235,55:50.3,control,old_page,0
651029,21:55.4,control,old_page,1
742555,55:03.2,control,old_page,0
808101,28:38.0,control,old_page,0
829981,24:58.6,control,old_page,1
916103,06:15.4,control,old_page,0
864961,29:37.0,control,old_page,0
834951,57:43.1,control,old_page,0
716164,57:57.9,control,old_page,1
718064,32:24.3,control,old_page,0
855341,13:18.0,control,old_page,0
808616,33:01.7,control,old_page,0
781709,01:06.1,control,old_page,0
764831,46:37.0,control,old_page,0
633968,19:39.6,control,old_page,0
723286,51:27.9,control,old_page,0
646434,30:11.5,control,old_page,0
653920,57:07.8,control,old_page,0
704115,35:54.0,control,old_page,0
914212,40:43.5,control,old_page,0
641137,28:11.3,control,old_page,0
683631,54:32.5,control,old_page,0
723229,27:14.0,control,old_page,0
641004,01:23.5,control,old_page,0
698349,26:23.6,control,old_page,0
652838,05:23.0,control,old_page,0
689328,30:43.8,control,old_page,0
694583,25:24.6,control,old_page,0
635382,13:30.7,control,old_page,1
757711,37:06.5,control,old_page,1
672181,09:38.7,control,old_page,0
944539,05:55.2,control,old_page,0
769171,12:59.7,control,old_page,0
914190,43:59.4,control,old_page,0
940396,26:38.5,control,old_page,0
906236,42:59.8,control,old_page,0
820997,27:09.9,control,old_page,0
931752,04:10.8,control,old_page,0
714738,21:48.5,control,old_page,0
669123,55:00.9,control,old_page,0
682742,22:54.5,control,old_page,1
710333,54:27.7,control,old_page,0
776074,56:50.0,control,old_page,0
683120,32:28.2,control,old_page,0
846265,27:23.9,control,old_page,0
647152,03:41.3,control,old_page,0
754151,44:45.5,control,old_page,0
684913,16:10.9,control,old_page,0
833022,31:03.4,control,old_page,0
902832,32:49.0,control,old_page,1
698246,02:40.6,control,old_page,0
796260,59:56.8,control,old_page,0
636422,11:40.2,control,old_page,0
636672,52:56.1,control,old_page,0
635982,33:21.5,control,old_page,0
789985,50:24.9,control,old_page,1
668748,30:36.0,control,old_page,0
916338,18:15.7,control,old_page,0
732582,08:21.4,control,old_page,0
890788,51:47.4,control,old_page,0
660197,26:17.6,control,old_page,0
667145,56:22.6,control,old_page,0
664646,36:01.0,control,old_page,1
897549,08:35.4,control,old_page,1
787449,29:35.7,control,old_page,0
854680,43:57.0,control,old_page,0
676117,00:58.7,control,old_page,0
928991,40:43.4,control,old_page,1
656076,11:12.8,control,old_page,0
725520,12:45.8,control,old_page,0
866732,09:21.3,control,old_page,0
900740,17:53.3,control,old_page,0
832659,26:31.8,control,old_page,1
823263,48:44.1,control,old_page,1
807191,55:24.9,control,old_page,0
932846,08:48.3,control,old_page,0
901469,44:48.6,control,old_page,0
878493,59:17.5,control,old_page,0
818425,54:33.4,control,old_page,0
836150,56:40.5,control,old_page,0
865389,02:05.9,control,old_page,0
848524,52:06.3,control,old_page,0
899504,25:47.1,control,old_page,0
779818,50:00.2,control,old_page,0
793950,25:56.5,control,old_page,0
770848,08:21.8,control,old_page,0
728964,32:33.4,control,old_page,0
701499,28:37.0,control,old_page,0
765878,05:16.7,control,old_page,0
634787,52:49.9,control,old_page,0
765717,07:21.0,control,old_page,0
675747,46:27.4,control,old_page,0
760145,42:35.4,control,old_page,0
894215,07:40.0,control,old_page,0
784652,24:22.7,control,old_page,1
901212,24:26.3,control,old_page,0
788104,32:24.6,control,old_page,0
667080,33:02.2,control,old_page,0
655886,16:49.7,control,old_page,0
715129,04:35.2,control,old_page,1
873627,26:25.9,control,old_page,1
835552,55:21.2,control,old_page,0
913664,33:36.4,control,old_page,0
835483,49:23.9,control,old_page,0
805041,37:20.1,control,old_page,0
674013,19:56.6,control,old_page,0
641897,07:10.4,control,old_page,1
882684,05:51.7,control,old_page,0
699222,03:10.5,control,old_page,0
764062,47:57.3,control,old_page,0
697366,51:38.9,control,old_page,0
703266,35:54.3,control,old_page,0
690650,23:57.6,control,old_page,0
860411,52:52.5,control,old_page,0
729521,48:54.4,control,old_page,1
847639,00:26.3,control,old_page,0
863933,29:15.7,control,old_page,0
809558,30:47.0,control,old_page,0
648357,24:39.4,control,old_page,0
659909,50:16.9,control,old_page,0
773569,41:25.0,control,old_page,0
875792,46:32.3,control,old_page,0
763258,15:59.2,control,old_page,1
808920,11:15.1,control,old_page,0
812538,37:47.6,control,old_page,0
932642,25:42.3,control,old_page,0
752268,10:31.4,control,old_page,0
904171,22:51.8,control,old_page,1
747257,49:51.8,control,old_page,0
788870,54:23.3,control,old_page,0
759198,15:24.3,control,old_page,0
905158,59:40.8,control,old_page,1
862103,12:04.9,control,old_page,0
779055,47:56.2,control,old_page,1
903314,29:12.0,control,old_page,0
728026,20:49.2,control,old_page,0
642277,43:49.3,control,old_page,1
813577,35:51.1,control,old_page,1
692224,56:03.4,control,old_page,0
724263,34:19.2,control,old_page,0
939824,12:17.4,control,old_page,0
919058,42:19.8,control,old_page,0
630215,46:54.9,control,old_page,0
923966,13:00.3,control,old_page,1
797588,36:45.3,control,old_page,0
800968,26:23.8,control,old_page,0
671557,57:21.1,control,old_page,0
855990,54:21.9,control,old_page,0
650332,26:09.4,control,old_page,0
926584,06:51.9,control,old_page,0
921488,09:59.1,control,old_page,0
654198,53:21.7,control,old_page,0
807635,08:41.2,control,old_page,0
648468,31:01.3,control,old_page,0
930470,42:51.4,control,old_page,0
854341,03:39.4,control,old_page,0
903395,33:49.3,control,old_page,0
766762,16:44.5,control,old_page,0
825673,58:12.5,control,old_page,0
883020,14:12.4,control,old_page,0
679940,46:34.6,control,old_page,0
935110,33:23.0,control,old_page,0
887792,22:19.6,control,old_page,0
814368,28:28.6,control,old_page,0
854950,41:07.1,control,old_page,1
739557,38:46.1,control,old_page,0
786681,03:48.8,control,old_page,0
902380,07:59.8,control,old_page,0
760474,50:40.6,control,old_page,0
692004,55:33.6,control,old_page,0
813763,49:55.5,control,old_page,0
791103,30:14.8,control,old_page,1
905696,13:39.4,control,old_page,1
809184,42:25.9,control,old_page,0
796341,15:16.7,control,old_page,0
701093,46:02.9,control,old_page,0
784437,27:31.5,control,old_page,0
686325,17:11.4,control,old_page,0
692858,58:29.6,control,old_page,0
653991,59:31.1,control,old_page,1
918942,34:13.5,control,old_page,0
700008,08:51.3,control,old_page,0
703678,30:21.6,control,old_page,0
882032,17:14.5,control,old_page,0
864254,51:44.9,control,old_page,0
730712,42:00.7,control,old_page,0
729767,30:44.6,control,old_page,0
657323,52:39.5,control,old_page,1
704498,21:27.4,control,old_page,0
678928,17:56.3,control,old_page,0
876780,17:10.3,control,old_page,1
690192,44:14.1,control,old_page,0
660896,49:23.5,control,old_page,0
644340,10:22.5,control,old_page,0
814121,12:09.8,control,old_page,0
756457,27:11.1,control,old_page,0
756708,53:05.2,control,old_page,0
926173,41:17.8,control,old_page,0
858051,22:45.9,control,old_page,1
680078,37:40.1,control,old_page,0
856553,07:54.2,control,old_page,0
647082,16:41.7,control,old_page,0
781717,21:10.4,control,old_page,1
857857,51:31.2,control,old_page,0
825232,24:10.6,control,old_page,0
790064,10:09.4,control,old_page,0
645248,50:30.3,control,old_page,0
792479,34:56.0,control,old_page,0
723176,30:15.4,control,old_page,0
908681,21:52.1,control,old_page,0
766537,15:17.8,control,old_page,1
803587,52:22.9,control,old_page,0
668055,05:58.2,control,old_page,0
687922,24:29.8,control,old_page,0
647454,52:53.1,control,old_page,0
937602,53:23.2,control,old_page,0
828142,32:28.5,control,old_page,0
677608,33:19.3,control,old_page,1
788764,20:16.8,control,old_page,1
906981,32:22.3,control,old_page,0
920920,25:58.4,control,old_page,0
914750,46:56.7,control,old_page,0
655067,43:37.9,control,old_page,0
664991,46:46.7,control,old_page,0
728385,08:06.4,control,old_page,0
684648,42:49.9,control,old_page,0
838669,36:56.1,control,old_page,0
774809,28:58.0,control,old_page,0
657896,48:22.9,control,old_page,1
767896,33:48.4,control,old_page,0
920641,18:31.5,control,old_page,0
933406,54:38.0,control,old_page,0
736244,40:27.5,control,old_page,0
660591,19:58.8,control,old_page,0
670852,42:22.7,control,old_page,0
704846,36:17.8,control,old_page,0
727260,10:48.2,control,old_page,0
735122,02:51.3,control,old_page,0
868894,45:26.8,control,old_page,0
863140,17:35.4,control,old_page,1
886596,28:29.8,control,old_page,0
879071,07:47.1,control,old_page,0
762694,18:43.6,control,old_page,0
939908,09:17.0,control,old_page,0
641770,58:02.6,control,old_page,0
716433,46:27.0,control,old_page,0
880942,18:40.1,control,old_page,0
823171,04:05.8,control,old_page,0
740640,04:44.2,control,old_page,0
853089,26:43.5,control,old_page,0
900054,06:26.8,control,old_page,0
699230,14:28.5,control,old_page,0
880868,43:11.6,control,old_page,0
926587,18:43.4,control,old_page,0
933767,14:13.4,control,old_page,0
926419,12:36.9,control,old_page,1
684113,41:32.0,control,old_page,0
701334,07:24.4,control,old_page,0
914791,17:10.3,control,old_page,0
831734,24:17.2,control,old_page,0
680755,12:07.0,control,old_page,0
879969,52:42.0,control,old_page,0
811907,28:03.4,control,old_page,0
830835,22:33.2,control,old_page,1
902182,36:11.7,control,old_page,0
663237,57:35.4,control,old_page,0
695536,54:18.4,control,old_page,0
916462,28:28.8,control,old_page,0
701214,44:19.5,control,old_page,0
878185,31:16.0,control,old_page,0
731518,57:46.9,control,old_page,0
937256,58:57.3,control,old_page,0
703536,55:43.2,control,old_page,0
862202,34:09.2,control,old_page,0
791657,34:25.4,control,old_page,0
649817,51:04.3,control,old_page,0
681574,27:41.5,control,old_page,1
770788,24:55.6,control,old_page,0
784238,39:27.1,control,old_page,0
805983,04:11.5,control,old_page,0
881149,37:11.4,control,old_page,0
856620,51:46.4,control,old_page,0
857272,47:40.0,control,old_page,0
860127,03:08.5,control,old_page,0
847496,17:17.1,control,old_page,0
915843,12:11.5,control,old_page,0
784921,24:26.2,control,old_page,0
640481,51:36.3,control,old_page,0
689116,50:35.9,control,old_page,0
847911,37:09.6,control,old_page,0
779399,39:20.8,control,old_page,0
745230,12:03.5,control,old_page,0
859402,25:00.2,control,old_page,0
765013,44:10.5,control,old_page,0
783403,59:55.4,control,old_page,0
839031,36:25.3,control,old_page,0
912044,47:15.8,control,old_page,0
789514,34:41.9,control,old_page,0
732378,52:51.9,control,old_page,0
890097,10:19.0,control,old_page,1
697070,17:42.9,control,old_page,0
852974,10:03.2,control,old_page,0
789615,28:22.2,control,old_page,0
762790,10:26.8,control,old_page,0
861886,25:06.9,control,old_page,0
855747,46:08.6,control,old_page,0
658623,07:08.8,control,old_page,0
665171,11:39.2,control,old_page,1
743314,54:22.3,control,old_page,0
665401,49:36.2,control,old_page,0
751545,40:04.4,control,old_page,0
819628,17:09.2,control,old_page,0
750613,00:54.0,control,old_page,0
639830,33:52.3,control,old_page,0
923047,48:43.4,control,old_page,0
637825,09:05.3,control,old_page,0
701763,07:07.3,control,old_page,0
674319,03:43.1,control,old_page,0
921302,02:16.6,control,old_page,0
815942,24:32.1,control,old_page,0
826279,53:42.7,control,old_page,1
669397,39:47.1,control,old_page,0
678117,42:01.0,control,old_page,0
792122,17:54.5,control,old_page,0
923865,42:46.2,control,old_page,0
728184,20:22.6,control,old_page,1
680042,29:06.8,control,old_page,0
838062,09:02.1,control,old_page,0
646482,50:28.8,control,old_page,0
677553,06:08.1,control,old_page,0
645547,21:21.0,control,old_page,0
920703,18:26.1,control,old_page,0
927755,20:21.3,control,old_page,0
807661,21:36.4,control,old_page,0
866470,19:08.7,control,old_page,0
685497,46:33.4,control,old_page,0
649846,37:44.3,control,old_page,0
674776,40:36.6,control,old_page,0
637557,34:14.6,control,old_page,0
874214,47:28.7,control,old_page,0
794454,23:22.1,control,old_page,0
942699,52:38.2,control,old_page,0
843291,42:26.1,control,old_page,0
772889,40:17.0,control,old_page,0
816844,22:01.7,control,old_page,0
746712,11:55.9,control,old_page,0
859252,50:10.1,control,old_page,0
894009,08:02.4,control,old_page,0
823682,36:55.4,control,old_page,0
840054,14:52.7,control,old_page,0
786656,18:27.4,control,old_page,0
883858,56:02.4,control,old_page,0
837552,57:51.4,control,old_page,0
932798,48:52.9,control,old_page,0
732105,58:32.5,control,old_page,0
863628,57:57.1,control,old_page,0
644240,03:42.9,control,old_page,0
842177,17:46.4,control,old_page,0
703464,14:17.1,control,old_page,0
663088,12:17.1,control,old_page,0
682056,01:33.1,control,old_page,0
915394,17:43.4,control,old_page,0
864764,27:46.3,control,old_page,0
804940,54:37.7,control,old_page,0
937654,11:39.4,control,old_page,0
699226,43:28.2,control,old_page,0
933996,27:04.9,control,old_page,0
776027,27:06.5,control,old_page,0
860952,05:14.0,control,old_page,0
771785,56:07.2,control,old_page,0
841116,26:52.1,control,old_page,0
713206,01:29.0,control,old_page,0
819307,38:09.6,control,old_page,1
635774,46:56.3,control,old_page,0
848783,06:02.5,control,old_page,0
741311,07:09.9,control,old_page,0
756915,05:27.0,control,old_page,0
823668,26:49.2,control,old_page,0
913630,19:58.1,control,old_page,0
631663,12:41.4,control,old_page,0
768576,27:00.8,control,old_page,0
799044,17:30.0,control,old_page,0
851148,38:00.9,control,old_page,0
691302,09:58.2,control,old_page,0
796478,21:47.7,control,old_page,0
836340,13:23.6,control,old_page,0
643797,33:39.1,control,old_page,0
767883,44:32.6,control,old_page,1
746201,40:22.9,control,old_page,0
807024,38:43.9,control,old_page,0
901458,47:21.9,control,old_page,0
838417,41:05.5,control,old_page,0
748601,03:31.9,control,old_page,0
675247,31:43.1,control,old_page,0
938468,34:55.3,control,old_page,0
694399,18:31.2,control,old_page,1
726591,28:23.2,control,old_page,0
794733,25:24.4,control,old_page,0
906852,13:32.0,control,old_page,1
924833,29:14.6,control,old_page,0
883784,58:42.1,control,old_page,0
670272,30:05.3,control,old_page,0
878516,44:03.5,control,old_page,0
720234,29:14.3,control,old_page,0
902103,01:00.3,control,old_page,1
649101,27:07.4,control,old_page,0
860834,26:51.4,control,old_page,1
634700,27:27.6,control,old_page,0
710989,10:09.3,control,old_page,0
911675,21:39.7,control,old_page,0
757445,22:23.0,control,old_page,1
914239,21:57.0,control,old_page,0
918411,00:21.5,control,old_page,0
856306,10:53.4,control,old_page,0
770901,04:15.3,control,old_page,0
903669,41:39.8,control,old_page,0
829797,50:01.5,control,old_page,0
903383,34:42.0,control,old_page,0
759377,22:38.6,control,old_page,0
702023,23:19.2,control,old_page,0
918453,11:17.9,control,old_page,0
691110,16:59.9,control,old_page,0
710832,58:07.0,control,old_page,0
731686,57:30.0,control,old_page,0
792159,48:11.1,control,old_page,0
721129,28:10.1,control,old_page,0
932875,25:54.3,control,old_page,0
820690,28:19.7,control,old_page,0
796520,39:26.2,control,old_page,0
772481,56:49.8,control,old_page,0
870004,41:56.3,control,old_page,0
933087,49:48.2,control,old_page,0
720516,15:19.4,control,old_page,0
768671,20:48.5,control,old_page,1
646568,50:02.3,control,old_page,0
645606,22:45.9,control,old_page,0
797987,14:33.8,control,old_page,0
696154,46:56.3,control,old_page,0
861383,26:04.9,control,old_page,0
754568,22:24.9,control,old_page,0
823512,37:34.6,control,old_page,0
766427,41:39.5,control,old_page,0
678741,23:01.9,control,old_page,0
807313,04:23.6,control,old_page,0
709321,41:09.4,control,old_page,0
774765,55:49.5,control,old_page,0
648105,04:41.5,control,old_page,0
751028,17:49.2,control,old_page,1
902224,52:57.2,control,old_page,1
780972,43:29.4,control,old_page,0
767706,07:47.5,control,old_page,0
782604,03:49.4,control,old_page,0
851198,26:25.2,control,old_page,0
759152,06:29.1,control,old_page,0
874754,07:18.4,control,old_page,0
836005,01:15.1,control,old_page,0
895090,09:59.9,control,old_page,0
930988,01:12.9,control,old_page,0
914339,19:47.8,control,old_page,0
737146,17:08.9,control,old_page,0
931377,09:06.3,control,old_page,0
840083,24:26.9,control,old_page,0
729691,56:19.0,control,old_page,0
742489,28:51.6,control,old_page,1
670373,58:56.0,control,old_page,0
903877,53:52.2,control,old_page,0
774245,40:41.7,control,old_page,0
758578,33:02.0,control,old_page,1
828221,02:07.7,control,old_page,0
722607,46:24.7,control,old_page,0
824472,51:53.4,control,old_page,0
753009,16:26.6,control,old_page,0
845827,05:16.9,control,old_page,0
791580,25:21.4,control,old_page,0
810739,37:16.3,control,old_page,0
712627,02:15.3,control,old_page,0
924291,17:32.8,control,old_page,0
865465,00:01.1,control,old_page,0
945649,21:24.6,control,old_page,0
808188,29:44.1,control,old_page,0
831230,22:23.5,control,old_page,1
762458,17:07.8,control,old_page,0
686562,09:50.9,control,old_page,0
931726,34:28.6,control,old_page,0
882691,09:17.2,control,old_page,0
745164,44:53.7,control,old_page,0
660264,11:54.0,control,old_page,1
794412,32:29.6,control,old_page,1
814777,08:44.6,control,old_page,0
748853,26:00.4,control,old_page,0
729489,29:11.5,control,old_page,0
871456,49:07.2,control,old_page,0
877063,50:46.1,control,old_page,0
663720,39:16.4,control,old_page,0
805382,23:12.7,control,old_page,1
930340,13:27.1,control,old_page,0
682310,43:45.7,control,old_page,0
736439,50:51.6,control,old_page,0
637961,26:56.7,control,old_page,0
851377,45:26.9,control,old_page,0
648299,43:45.1,control,old_page,0
837684,14:53.2,control,old_page,0
814008,48:19.9,control,old_page,0
720925,05:50.2,control,old_page,1
780526,01:48.7,control,old_page,0
743580,58:21.5,control,old_page,0
702732,15:04.3,control,old_page,0
934226,26:40.6,control,old_page,0
692545,45:05.5,control,old_page,0
728112,58:31.1,control,old_page,0
666365,44:50.5,control,old_page,0
779825,11:35.6,control,old_page,0
751689,15:09.9,control,old_page,1
909729,35:54.8,control,old_page,0
859941,02:59.7,control,old_page,0
658465,13:33.7,control,old_page,0
641525,21:06.0,control,old_page,0
734175,33:17.9,control,old_page,0
917329,18:13.4,control,old_page,0
943648,58:19.2,control,old_page,0
698316,23:15.6,control,old_page,0
931054,19:33.7,control,old_page,0
818381,22:24.2,control,old_page,1
818889,17:13.4,control,old_page,0
926254,55:29.8,control,old_page,0
694831,25:00.6,control,old_page,0
697419,43:14.9,control,old_page,0
760707,26:56.7,control,old_page,0
889011,39:57.0,control,old_page,0
